School Name,CanopyID,NCES School ID
VALE - Venture Academy of Leadership and Entrepreneurship,803,080345006873
Kyrene Aprende Middle School,804,040423000653
Campus School,805,470014801025
IDEA School,806,
Koshkonong Trails School,807,550210003093
Katahdin Elementary School,808,231483800398
The Lab School of Memphis,809,
West Hawaii Explorations Academy,810,150003000265
Alturas International Academy,811,160017501082
Herron High School,812,180005802315
Global Preparatory Academy,813,180017002610
Colossal Academy,814,A2392081
Edison School of Innovation,815,040097803585
Innovation Academy,816,040068003517
Segue Institute for Learning,817,440001400472
City High School,818,040040702404
River Montessori High School,819,
Vanguard Academy of Broken Arrow,820,
Milestone Democratic School,821,550008503136
Bow High School,822,330195000563
Miss Porter's School,823,00233206
Compass Academy,824,
Heron School,825,
Pomfret School,826,00232949
James Madison High School,828,510126000532
 [Non-Operating School] Buckeye Friends School,829,
Desert View High School,830,040817001438
Cascades Academy,831,
Davis Connect 7-12,832,490021001598
Iron Online,833,
Wak̇aŋyeja Ki Ṫokeyaḣc̄i,834,360007803603
Charles Carroll Barrister Elementary School,835,240009000153
Kahuku Elementary School,836,150003000236
Washington Fields Intermediate,837,490114001555
Vertex Partnership Academies,838,
Academy for Global Citizenship,839,170993006035
Freedom Prep Academy,840,490006200992
Timpanogos High School,841,490003000362
Ogden High School,842,490072001271
Westwood High School,843,040497000419
Kimberly Park Elementary,844,370150000615
CityLab Innovation High School,845,251005001659
Monument Mountain Regional High School,846,250253000154
Margaret Hearne Elementary School,847,370502002003
Upton High School,848,560609000401
Dondero School,849,330582000373
Ellemercito Academy,850,
Gem Prep Online,853,160017200846
Jackson Hole Classical Academy,855,A2000010
Savannah Legacy Academy,856,
Springfield Legacy Academy,857,51113002917
Tyee High School,858,530354000555
Prichard Preparatory School,859,A0900016
Hollister Prep,860,060232013525
Launch Expeditionary Learning Charter School,861,360105906349
Girls Athletic Leadership School - Los Angeles,863,060146613973
Jumoke Academy,864,090000700747
Breakthrough Village Prep Cliffs,865,390136805528
The Foundations School,867,A2192162
Coker-Wimberly Elementary,868,370132000553
Breakthrough Montessori Public Charter School,870,110010400507
Hialeah Gardens High School,871,120039006229
Innovation Heights Academy,872,530354002967
Old Brook High School Parma Campus,873,
Frederick Douglass High School,874,
Liberty High School,875,390159505936
Science Prep Academy,876,
Owensboro Innovation Academy,877,210459002411
Aiken New Tech High School,878,390437504417
Samueli Academy,879,060205113076
Soar Academy School and Tutoring Center,880,A2192188
Detroit Achievement Academy,881,260104808503
Valor Academy Middle School,882,060167912510
Transformative Leadership Academy,883,
H.D. Cooke Elementary,884,110003000100
Raisbeck Aviation High School,885,530354002974
Indi-ED,886,
Eagle Rock,887,A9500930
Liberty Collegiate Academy,888,470318002263
Mountain Academy at Teton Valley,889,A0509060
CREATE Conservatory,890,A2100935
DreamHouse ‘Ewa Beach,891,150003000305
Eagle Academy High School,892,160210000466
Aldine Young Women's Leadership Academy,893,480771014248
Ermel Elementary,894,480771000067
American Indian Magnet School,895,273384002303
Txuj Ci HMong Lower Campus,896,273384001619
Txuj Ci HMong Upper Campus,897,273384005541
McDonald Middle School,898,483039003409
Winyan Wakan Owayawa - Our Lady of Lourdes,899,01282139
Mountain View High School,900,040497000406
Morgan Oliver School,901,A2192191
Harris Elementary,902,480771008260
Whittier Elementary School,903,040497000421
Southern University Lab School,904,220002301921
Saint Philip the Apostle School,905,
Old Sturbridge Academy,908,250058702877
Heritage Charter Academy,909,160015901017
The Marin School of Environmental Leadership,910,
JPS-Tougaloo Early College High School,911,
Kyrene de las Manitas Innovation Academy,912,040423000677
Oakland High,913,062805004304
Atlanta Unbound,914,130026104376
Brookstone School,915,A0302359
SailFuture Academy,916,A2100974
Valiant Cross Academy,917,
Gordon Bernell Charter School,918,350006001040
Florida A&M University Developmental Research School,919,120201402974
The Innovation School,921,A1903406
Environmental Charter High School – Lawndale,922,060207608718
Advanced Learning Academy,923,483873013447
School of Hope,924,A1903389
St. George School,925,231482000710
West Virginia Academy,927,540165201611
Logos Academy,929,A0108928
Optima Classical Academy Online,930,
Odyssey Leadership Academy,931,A2103036
Chestnut TAG Middle School,932,251113002840
Valor College Prep,934,
Durango Transitional Learning Center,935,
Alternative Choices in Education at Brookline High School,936,
Amp Lab at Electric Works,937,
"Leaders to Legends Academy, Inc.",938,
Positive Tomorrows,939,A1101878
Madrona Folk School,940,
Pathfinder Kindergarten Center,941,530543003595
Whittier Community School,942,020080000372
Voyage School,943,
Tatitlek Community School,944,020080000371
Hope Academy,945,040386003535
Winton Woods Middle School at North Campus,946,390440801021
The LAB - Purdue Polytechnic Microschool,982,
Helen Keeling Elementary School ,983,040068000026
George Washington Elementary School,984,470219000715
Paul Revere Innovation School,985,
Insight Colearning Center,986,A2102873
University Middle School,987,470014802590
Tessellations School,988,A2300475
Lynnhaven School,989,A1904577
Rock Tree Sky,990,
REALM Creative Academy,991,
Mountain Community School,992,160019301121
Wohlwend Elementary,994,292067001124
James & Grace Lee Boggs School,995,260105108518
Summit Charter School,997,370002902321
Gatewood Elementary,998,271426001880
Eagles Academy,999,551398003171
STEAM Academy,1000,210186002341
Jenison Innovation Academy,1001,261983008230
The Field Academy,1002,
Richford Jr Sr High School,1003,500044400256
Oneness-Family Montessori High School,1004,A1902270
 [Non-Operating School] Compass School,1005,A0109624
Homestead Collaborative College High School,1006,AA890655
EF Academy Pasadena,1007,
Étude High School,1008,551365002859
Cedar High School,1009,530790003753
The Cottonwood School of Civics and Science,1010,410000901734
Rock River Elementary School,1011,560073000453
The Academy of Seminole,1012,400080302873
Heritage Elementary School,1013,402938002727
Oklahoma Aviation Academy,1014,
Summit Atlas,1015,530034303611
Central Hardin High School,1016,210249000528
Montessori del Mundo,1017,080002006602
Mountain Middle School,1018,080002006502
New Tech Academy at Wayne High School,1019,
North Heights Community School,1020,051311001733
Detroit Lakes High School,1021,271023000442
Parkside Montessori ,1022,063492005916
Boston Green Academy,1023,250052602703
Lyon High School,1024,250279002674
Prospect Hill Academy,1025,250004600819
Puente De Hozho Bilingual Magnet School,1026,040286002097
Merrimack Valley High School,1027,330476000284
Sci Tech High School,1028,251113000901
Boston International Newcomers Academy,1029,250279002015
Dermott High School,1030,050517000239
Helen M Marshall School,1031,360009806179
Abigail Adams School ,1033,360010102483
Port Richmond School for Visionary Learning ,1034,360010306590
Curtis School,1035,360010302102
Academy of Innovation at Remington,1036,292370001419
Parkway Central Middle School,1037,292358001547
Palo Alto High School,1038,062961004596
Gateway Middle School,1039,060186112800
Gateway High School,1040,060242607725
Bunker Hill Elementary School,1041,110003000111
Hage Elementary School,1042,063432010057
Spokane Public Montessori,1043,530825003502
McComb High School,1044,280288000556
Middleton High School,1045,160213000377
Gilroy Preparatory School,1046,
Marvell-Elaine Elementary,1047,050951000696
Summit Sierra,1048,530033403510
Union City Jr.-Sr. High School,1049,180318000415
High School of Health Science (HS^2),1050,550351002988
R.L. Turner High School,1051,483444012910
Roybal Learning Center,1052,062271012295
Mc^2 Stem High School,1053,390437805476
The Wildlands School,1055,550063002586
City Academy,1056,270895500016
Terra Nova,1057,270040304850
Southwest Miami High Academy of Finance,1058,120039000615
Goodwill Excel Center,1059,110010500508
Science Academy,1060,483715000429
Ann Richards School for Young Women Leaders,1061,480894011354
STEM Magnet at Mountlake Terrace High School,1063,530240000356
Bronx High School for Law & Community Service,1064,360008705185
Bronx Latin,1065,360009005689
Bronx High School of Science,1066,360008701922
 [Non-Operating School] North Bronx School of Empowerment,1067,360008805800
Metropolitan Arts Academy,1069,080723001232
Wells Station Elementary School,1070,470014801171
The Meyer Levin School for the Performing Arts,1071,360009602795
Shawash-iliʔi Skul,1072,
Newton South High School,1073,250861001375
[Non-Operating School] The Primary School East Bay,1074,
Cajon Valley Middle School,1075,060681000607
Newton North High School,1076,250861001374
Bronx Center for Science and Mathematics,1077,360008605794
Glenview Avenue Elementary School,1078,340633001530
Tubman Elementary,1079,110003000074
Kennedy Elementary School (Lindsay USD),1080,062187012815
Orchard STEM School,1081,390437800526
New Pathways Academy,1082,360008606642
Horizon Middle School,1083,317239001104
Elm City Montessori,1085,090021601683
Westbrook High School,1086,231356000623
Sunset Beach Elementary School,1087,150003000024
West Edgecombe Middle School,1088,370132000560
Kennedy Academy,1089,181029001663
Jersey City Global Charter School,1090,340076703251
Godsman Elementary,1091,080336000354
Lake Elmo Elementary School,1092,
DeWitt Clinton Elementary School,1093,170993000664
Neighborhood Charter School of Harlem,1094,360107706308
G.W. Carver Elementary School,1095,370132000552
New Liberty Innovation School,1096,251038002864
Thurgood Marshall Academy Public Charter High School,1097,110003400249
East Fort Worth Montessori Academy,1098,480025509603
Penn Hills Charter School of Entrepreneurship,1099,
LPS Hayward,1100,060181510737
Brooklyn Urban Garden Charter School,1101,360110006402
Great Oaks Kathleen Sherry Charter School,1102,360108506376
Garrison Elementary School,1103,110003000171
Animas High School,1104,080002006418
Kwiyagat Community Academy,1105,080002006828
AXIS International Academy,1106,080002006768
Colorado International Language Academy,1107,080002006586
Pan American International High School,1108,360009806084
MET Professional Academy,1109,
Leaders of Tomorrow Middle School,1110,360008805969
New Roads,1111,A1900585
BASIS Independent Manhattan Upper School,1112,A1790364
Power Center Academy Hickory Hill Elementary School,1113,470014802429
The Forest School Online,1114,
New England Innovation Academy,1115,A2102074
Sora,1116,A2190344
Eminence Elementary,1118,210171000333
Brookline High School,1119,250315000415
Brooklyn STEAM,1120,
Science Leadership Academy Middle School,1121,421899007592
International Academy at Francis Hammond Middle School,1122,
Cherry Creek Innovation Campus,1123,
Pewaukee High School,1124,551164001537
The Match High School and Career Center,1582,
James E. Dottke Project-Based Learning High School,1588,551626002490
Sussex School,1589,A9103914
Watershed School,1592,A0700370
"AECI 1 - The NYC Charter School for Architecture, Engineering, and Construction Industries",1593,360095906073
Global Concepts Charter School,1594,360006704861
Health Sciences Charter School,1595,360102206239
Charter School For Applied Technologies,1596,360002504349
The Portage School Of Leaders,1597,181324002777
Jefferson County Open School,1598,"080480006256, 080480000765"
The Stead School,1599,080258006832
Gran Via Education,1600,
Boston Teachers Union,1601,250279002687
John J. Duggan Academy,1602,251113002599
Washtenaw International High School,1603,268099008147
Elizabeth City-Pasquotank Public Schools Micro School,1604,
Notre Dame de Sion High School for Girls,1605,A1702259
High Marq Environmental Charter School,1607,550987002821
Kind Academy Coral Springs,1608,
Kalon Prep Academy,1609,270047405441
E.C.H.O. Charter School (Every Child Has Opportunities),1611,270013902718
BlueSky Online,1612,270019303146
Warwick Community School,1617,251332302950
Kindle Education,1619,348036606161
The Village School,1620,A1990829
New Hampshire Career Academy,1621,339998210055
Denver Green School Northfield,1622,080336006790
Mark Twain Dual Language Academy,1623,483873013563
Brooklyn Emerging Leaders Academy Charter School,1624,360116006622
Phillips Middle School,1625,370132000556
Kujawa Elementary,1626,480771009556
Forte Preparatory Academy Middle School,1627,360116406623
Legacy College Prep,1628,360115806600
Greater Dayton School,1629,A2390427
Math Engineering and Science Academy Charter School (MESA Bushwick),1631,360109306429
ABQ Charter Academy,1632,350006000893
Bingham Academy,1633,160016901067
Meridian Medical Arts Charter High School,1634,160210000804
Academy Of Collaborative Education,1635,228011110440
CAST Med High School,1636,483873013894
IYC Iovine And Young Center,1637,062271014652
Collins Middle School,1638,251038002404
Cottonwood Elementary School,1639,350030001156
Hawaii Technology Academy ‘Ewa Beach,1640,
Hawaii Technology Academy Kona,1641,
Hawaii Technology Academy Waipahu,1642,150003000295
Hawaii Technology Academy Kīhei,1643,
Hawaii Technology Academy Lāhainā,1644,
Hawaii Technology Academy Līhuʻe Kaua'i,1645,
Milwaukee Academy of Science,1646,550004202234
North Star Academy Washington Park High School,1647,340002400289
Rio Grande High School,1648,350006000100
Old Mill Elementary School,1650,210075001578
Seattle World School,1651,530771001311
Highline High School,1653,530354000531
Appoquinimink High School,1654,100008000225
Bronx Excellence 2,1655,360114206578
Lowell Elementary,1656,301857000574
The Academies of Danbury High School,1657,090102000150
Desert Edge High School,1658,040045002273
Washington Latin - Cooper Campus,1659,110001900779
Washington Latin - 2nd Street Campus,1660,110001900423
Global Village Academy Aurora,1661,080234006318
Global Village Academy – North,1662,080002006503
Narragansett High School,1663,440066000151
Alpha School,1664,
CAST Lead,1665,481785013877
CAST Tech,1666,483873013665
Nash Central Middle,1667,370327001345
Rocky Mount Middle,1668,370327003272
Durant Road Middle School,1669,370472000942
Union Hill Elementary,1670,370192000854
South Valley High,1671,064030006663
Forest Hills Middle,1672,370502002191
Lafayette Preparatory Academy,1673,290060603223
University Preparatory Charter School For Young Men High School,1674,360100806204
Legal Prep Charter Academy,1675,170993006241
The Urban Assembly Early College High School of Emergency Medicine (ECHEM),1676,360007706372
Circulos High School at Advanced Learning Academy,1677,063531014192
Flourish,1678,
Clear Creek Middle & High School,1679,080300000217
SLAM Miami,1680,120039008621
Shields Elementary School,1681,484415005014
Rhode Island Nurses Institute Middle College Charter High School,1682,
Horizon Science Academy Columbus High,1683,390004202978
Muskegon Lakeshore High School & Career Center ,1684,
Pinnacle Charter School,1685,080002001915
Sendero School of Academics and Career Preparation (Sendero Prep) ,1686,350016801019
MicroSociety Academy Charter School ,1687,330330200721
West Michigan Aviation Academy,1688,260097708183
Sacramento School of Engineering & Science,1689,
Palm Beach School for Autism,1690,120150004127
South Shore Charter School,1691,368098106778
Comp Sci High,1692,360118206634
STEM School Chattanooga,1693,470159002298
Beehive Academy,1694,490002301060
GATES High School,1695,530294001769
CHOICE Academy,1696,530354002640
Carlsbad Intermediate School: PR Leyva campus,1697,350030000169
Desert Willow Elementary,1698,350030001118
Englewood Elementary,1699,370327000726
James and Rosemary Phalen Leadership Academy High School,1700,180021502701
Nature's Gift Microschool (Indiana Microschool Collaborative),1701,
Career Institute South,1702,
Career Institute East,1705,
Career Institute North,1706,
SouthTech Preparatory,1707,
SouthTech Academy,1708,
Perspectives/IIT Math & Science Academy,1710,170993006514
Perspectives Middle Academy,1711,
Rodney D. Joslin Campus,1712,170993006503
Perspectives Leadership Academy,1714,170993006437
Perspectives High School of Technology,1715,170993006441
CWC West Valley Elementary & Middle School,1716,
CWC East Valley,1718,
CWC Mar Vista Elementary and Middle School,1719,060218613088
CWC Silverlake Middle School,1722,060227013114
CWC Silverlake Elementary School,1723,060227013114
University Preparatory Charter School For Young Men Middle School,1724,360100806204
Hempstead Elementary School,1725,360099706131
Hempstead Upper Elementary School,1726,360099706131
Hempstead Middle School,1727,360099706131
Hempstead High School,1728,360099706131
The Academy Charter School - Uniondale,1729,360116906639
The Academy Charter School – Wyandanch,1730,
Elevate Academy North,1731,160020201164
Elevate Academy East,1732,160351601187
Elevate Academy Twin Falls,1733,
